ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-07,25892.602618143148,14122.18231064879,40469.77660701163,25892.602618143148,25892.602618143148,1127.1929968303552,1127.1929968303552,1127.1929968303552,11683.959076259112,11683.959076259112,11683.959076259112,-10556.766079428757,-10556.766079428757,-10556.766079428757,0.0,0.0,0.0,27019.795614973504
2010-01-08,25894.840904526358,6698.087103505681,33058.061072053555,25894.840904526358,25894.840904526358,-6011.181017501074,-6011.181017501074,-6011.181017501074,3041.0391224806094,3041.0391224806094,3041.0391224806094,-9052.220139981684,-9052.220139981684,-9052.220139981684,0.0,0.0,0.0,19883.659887025286
2010-01-09,25897.07919090956,-19582.97534243152,5482.627253203685,25897.07919090956,25897.07919090956,-33427.98985576141,-33427.98985576141,-33427.98985576141,-25867.65597814969,-25867.65597814969,-25867.65597814969,-7560.333877611715,-7560.333877611715,-7560.333877611715,0.0,0.0,0.0,-7530.910664851846
2010-01-10,25899.317477292767,-2176.004041979131,23782.13368363572,25899.317477292767,25899.317477292767,-14915.814404798413,-14915.814404798413,-14915.814404798413,-8801.109981473921,-8801.109981473921,-8801.109981473921,-6114.704423324492,-6114.704423324492,-6114.704423324492,0.0,0.0,0.0,10983.503072494354
2010-01-11,25901.555763675973,13432.829025211153,39645.05385026034,25901.555763675973,25901.555763675973,116.31102719999001,116.31102719999001,116.31102719999001,4863.236747101247,4863.236747101247,4863.236747101247,-4746.925719901257,-4746.925719901257,-4746.925719901257,0.0,0.0,0.0,26017.866790875963
2010-01-12,25903.79405005918,19047.23737039454,44845.63050416614,25903.79405005918,25903.79405005918,6322.422273985584,6322.422273985584,6322.422273985584,9808.312711131246,9808.312711131246,9808.312711131246,-3485.8904371456633,-3485.8904371456633,-3485.8904371456633,0.0,0.0,0.0,32226.216324044763
2010-01-13,25906.032336442382,16023.455629465521,42925.09741596995,25906.032336442382,25906.032336442382,2915.053059696547,2915.053059696547,2915.053059696547,5272.218302579155,5272.218302579155,5272.218302579155,-2357.165242882608,-2357.165242882608,-2357.165242882608,0.0,0.0,0.0,28821.08539613893
2010-01-14,25908.27062282559,23048.076041924138,49259.448367123114,25908.27062282559,25908.27062282559,10301.504461192608,10301.504461192608,10301.504461192608,11683.959076250847,11683.959076250847,11683.959076250847,-1382.4546150582373,-1382.4546150582373,-1382.4546150582373,0.0,0.0,0.0,36209.7750840182
2010-01-15,25910.508909208795,15519.018558100543,42026.895270606205,25910.508909208795,25910.508909208795,2461.8731188878583,2461.8731188878583,2461.8731188878583,3041.039122517995,3041.039122517995,3041.039122517995,-579.1660036301367,-579.1660036301367,-579.1660036301367,0.0,0.0,0.0,28372.382028096654
2010-01-16,25912.74719493763,-12563.964306341459,13468.185224512466,25912.74719493763,25912.74719493763,-25827.74242066334,-25827.74242066334,-25827.74242066334,-25867.655978159084,-25867.655978159084,-25867.655978159084,39.913557495749174,39.913557495749174,39.913557495749174,0.0,0.0,0.0,85.00477427428996
2010-01-17,25914.98548066647,4566.400045164571,31107.03908363968,25914.98548066647,25914.98548066647,-8334.287726875888,-8334.287726875888,-8334.287726875888,-8801.109981457423,-8801.109981457423,-8801.109981457423,466.8222545815357,466.8222545815357,466.8222545815357,0.0,0.0,0.0,17580.697753790584
2010-01-18,25917.22376639531,19276.190038175067,45307.9813749233,25917.22376639531,25917.22376639531,5561.742470363684,5561.742470363684,5561.742470363684,4863.236747097031,4863.236747097031,4863.236747097031,698.5057232666528,698.5057232666528,698.5057232666528,0.0,0.0,0.0,31478.96623675899
2010-01-19,25919.462052124145,22910.73724569734,49857.9874919769,25919.462052124145,25919.462052124145,10545.088657026463,10545.088657026463,10545.088657026463,9808.312711145532,9808.312711145532,9808.312711145532,736.7759458809327,736.7759458809327,736.7759458809327,0.0,0.0,0.0,36464.55070915061
2010-01-20,25921.700337852984,18517.171910917357,45354.06268214561,25921.700337852984,25921.700337852984,5860.367599342764,5860.367599342764,5860.367599342764,5272.218302595307,5272.218302595307,5272.218302595307,588.1492967474575,588.1492967474575,588.1492967474575,0.0,0.0,0.0,31782.06793719575
2010-01-21,25923.938623581824,25405.217243865638,51410.982444266665,25923.938623581824,25923.938623581824,11947.528443379062,11947.528443379062,11947.528443379062,11683.959076245452,11683.959076245452,11683.959076245452,263.5693671336105,263.5693671336105,263.5693671336105,0.0,0.0,0.0,37871.46706696089
2010-01-22,25926.176909310663,15292.548699508285,42048.17538098365,25926.176909310663,25926.176909310663,2819.0623055291,2819.0623055291,2819.0623055291,3041.0391225041903,3041.0391225041903,3041.0391225041903,-221.97681697509037,-221.97681697509037,-221.97681697509037,0.0,0.0,0.0,28745.239214839763
2010-01-23,25928.415195039503,-14708.583426660342,12185.52169856891,25928.415195039503,25928.415195039503,-26717.593818515514,-26717.593818515514,-26717.593818515514,-25867.65597816848,-25867.65597816848,-25867.65597816848,-849.9378403470306,-849.9378403470306,-849.9378403470306,0.0,0.0,0.0,-789.1786234760111
2010-01-24,25930.65348076834,1740.2283665800742,28534.65114910763,25930.65348076834,25930.65348076834,-10399.868437757445,-10399.868437757445,-10399.868437757445,-8801.1099814372,-8801.1099814372,-8801.1099814372,-1598.7584563202463,-1598.7584563202463,-1598.7584563202463,0.0,0.0,0.0,15530.785043010894
2010-01-25,25932.891766497178,15239.327373759868,40992.372721077336,25932.891766497178,25932.891766497178,2418.730860054355,2418.730860054355,2418.730860054355,4863.2367470860445,4863.2367470860445,4863.2367470860445,-2444.50588703169,-2444.50588703169,-2444.50588703169,0.0,0.0,0.0,28351.622626551532
2010-01-26,25935.130052226017,18035.929147853476,45819.34768190055,25935.130052226017,25935.130052226017,6446.768193385165,6446.768193385165,6446.768193385165,9808.312711149405,9808.312711149405,9808.312711149405,-3361.5445177642396,-3361.5445177642396,-3361.5445177642396,0.0,0.0,0.0,32381.898245611184
2010-01-27,25937.368337954857,13399.425179327694,38641.48640429875,25937.368337954857,25937.368337954857,948.9777622518722,948.9777622518722,948.9777622518722,5272.218302606692,5272.218302606692,5272.218302606692,-4323.24054035482,-4323.24054035482,-4323.24054035482,0.0,0.0,0.0,26886.346100206727
2010-01-28,25939.606623683692,18901.389813864098,45784.185705994954,25939.606623683692,25939.606623683692,6381.2815639723385,6381.2815639723385,6381.2815639723385,11683.959076240057,11683.959076240057,11683.959076240057,-5302.677512267717,-5302.677512267717,-5302.677512267717,0.0,0.0,0.0,32320.88818765603
2010-01-29,25941.844909412528,8981.426852243976,36061.41428322896,25941.844909412528,25941.844909412528,-3232.3246085398755,-3232.3246085398755,-3232.3246085398755,3041.0391224693653,3041.0391224693653,3041.0391224693653,-6273.363731009241,-6273.363731009241,-6273.363731009241,0.0,0.0,0.0,22709.520300872653
2010-01-30,25944.083195141367,-20568.186792281427,6620.455454083083,25944.083195141367,25944.083195141367,-33077.568754723565,-33077.568754723565,-33077.568754723565,-25867.655978138166,-25867.655978138166,-25867.655978138166,-7209.912776585398,-7209.912776585398,-7209.912776585398,0.0,0.0,0.0,-7133.485559582197
2010-01-31,25946.321480870207,-4228.219355892478,22890.123293291916,25946.321480870207,25946.321480870207,-16889.789512821655,-16889.789512821655,-16889.789512821655,-8801.109981468466,-8801.109981468466,-8801.109981468466,-8088.679531353186,-8088.679531353186,-8088.679531353186,0.0,0.0,0.0,9056.531968048552
2010-02-01,25948.559766599046,9413.555351204914,35482.65433935711,25948.559766599046,25948.559766599046,-4025.0986700512753,-4025.0986700512753,-4025.0986700512753,4863.236747098139,4863.236747098139,4863.236747098139,-8888.335417149414,-8888.335417149414,-8888.335417149414,0.0,0.0,0.0,21923.46109654777
2010-02-02,25950.798052327886,13779.302345545411,39144.92657265715,25950.798052327886,25950.798052327886,217.94426000429985,217.94426000429985,217.94426000429985,9808.312711138022,9808.312711138022,9808.312711138022,-9590.368451133721,-9590.368451133721,-9590.368451133721,0.0,0.0,0.0,26168.742312332186
2010-02-03,25953.03633805672,6866.252236783332,33627.61865112633,25953.03633805672,25953.03633805672,-4907.277656713841,-4907.277656713841,-4907.277656713841,5272.21830258814,5272.21830258814,5272.21830258814,-10179.495959301981,-10179.495959301981,-10179.495959301981,0.0,0.0,0.0,21045.75868134288
2010-02-04,25955.27462378556,14101.881221388305,40322.614118214166,25955.27462378556,25955.27462378556,1039.9787405754216,1039.9787405754216,1039.9787405754216,11683.95907626294,11683.95907626294,11683.95907626294,-10643.980335687518,-10643.980335687518,-10643.980335687518,0.0,0.0,0.0,26995.253364360982
2010-02-05,25957.5129095144,5014.310230510996,30807.40856659719,25957.5129095144,25957.5129095144,-7934.801899802962,-7934.801899802962,-7934.801899802962,3041.0391225067524,3041.0391225067524,3041.0391225067524,-10975.841022309714,-10975.841022309714,-10975.841022309714,0.0,0.0,0.0,18022.71100971144
2010-02-06,25959.75119524324,-24507.491809774976,2966.124757128378,25959.75119524324,25959.75119524324,-37038.61480910001,-37038.61480910001,-37038.61480910001,-25867.655978147563,-25867.655978147563,-25867.655978147563,-11170.958830952446,-11170.958830952446,-11170.958830952446,0.0,0.0,0.0,-11078.863613856767
2010-02-07,25961.98948097208,-6901.831100596888,18557.44279931426,25961.98948097208,25961.98948097208,-20030.181730658707,-20030.181730658707,-20030.181730658707,-8801.109981451968,-8801.109981451968,-8801.109981451968,-11229.071749206743,-11229.071749206743,-11229.071749206743,0.0,0.0,0.0,5931.807750313372
2010-02-08,25964.227766134496,6858.25303225415,32785.21769976439,25964.227766134496,25964.227766134496,-6290.427638199516,-6290.427638199516,-6290.427638199516,4863.236747110234,4863.236747110234,4863.236747110234,-11153.66438530975,-11153.66438530975,-11153.66438530975,0.0,0.0,0.0,19673.80012793498
2010-02-09,25966.466051296917,11232.729874349108,37947.13095184849,25966.466051296917,25966.466051296917,-1143.4434138500467,-1143.4434138500467,-1143.4434138500467,9808.312711152306,9808.312711152306,9808.312711152306,-10951.756125002354,-10951.756125002354,-10951.756125002354,0.0,0.0,0.0,24823.02263744687
2010-02-10,25968.704336459334,7135.477824928943,34042.6800245868,25968.704336459334,25968.704336459334,-5361.377515363967,-5361.377515363967,-5361.377515363967,5272.218302586943,5272.218302586943,5272.218302586943,-10633.595817950909,-10633.595817950909,-10633.595817950909,0.0,0.0,0.0,20607.32682109537
2010-02-11,25970.942621621754,15545.92702266572,41410.396974033094,25970.942621621754,25970.942621621754,1471.6857701412412,1471.6857701412412,1471.6857701412412,11683.959076254676,11683.959076254676,11683.959076254676,-10212.273306113433,-10212.273306113433,-10212.273306113433,0.0,0.0,0.0,27442.628391762995
2010-02-12,25973.180906784175,6760.209850800486,33090.34977132187,25973.180906784175,25973.180906784175,-6662.221161159707,-6662.221161159707,-6662.221161159707,3041.039122492947,3041.039122492947,3041.039122492947,-9703.260283652655,-9703.260283652655,-9703.260283652655,0.0,0.0,0.0,19310.959745624466
2010-02-13,25975.419191946596,-21842.40638783922,2943.5410412885644,25975.419191946596,25975.419191946596,-34991.550757587334,-34991.550757587334,-34991.550757587334,-25867.655978156956,-25867.655978156956,-25867.655978156956,-9123.89477943038,-9123.89477943038,-9123.89477943038,0.0,0.0,0.0,-9016.131565640739
2010-02-14,25977.657477109013,-4706.190528959443,22522.52506316078,25977.657477109013,25977.657477109013,-17293.93491275144,-17293.93491275144,-17293.93491275144,-8801.109981431746,-8801.109981431746,-8801.109981431746,-8492.824931319692,-8492.824931319692,-8492.824931319692,0.0,0.0,0.0,8683.722564357573
2010-02-15,25979.895762271433,10217.937370529255,36565.17083862428,25979.895762271433,25979.895762271433,-2966.191894382228,-2966.191894382228,-2966.191894382228,4863.236747106015,4863.236747106015,4863.236747106015,-7829.4286414882445,-7829.4286414882445,-7829.4286414882445,0.0,0.0,0.0,23013.703867889206
2010-02-16,25982.13404743385,14824.123480233182,41004.93699583791,25982.13404743385,25982.13404743385,2655.086569472803,2655.086569472803,2655.086569472803,9808.312711145765,9808.312711145765,9808.312711145765,-7153.226141672962,-7153.226141672962,-7153.226141672962,0.0,0.0,0.0,28637.220616906652
2010-02-17,25984.372332596275,11265.62450517342,36889.144368067915,25984.372332596275,25984.372332596275,-1211.0841466250251,-1211.0841466250251,-1211.0841466250251,5272.218302598327,5272.218302598327,5272.218302598327,-6483.302449223352,-6483.302449223352,-6483.302449223352,0.0,0.0,0.0,24773.28818597125
2010-02-18,25986.61061775869,18683.53229804279,44908.373360826925,25986.61061775869,25986.61061775869,5846.202911952942,5846.202911952942,5846.202911952942,11683.959076249279,11683.959076249279,11683.959076249279,-5837.756164296338,-5837.756164296338,-5837.756164296338,0.0,0.0,0.0,31832.81352971163
2010-02-19,25988.848902921112,10284.913607379858,37017.865954420355,25988.848902921112,25988.848902921112,-2192.1509429859566,-2192.1509429859566,-2192.1509429859566,3041.039122479142,3041.039122479142,3041.039122479142,-5233.190065465098,-5233.190065465098,-5233.190065465098,0.0,0.0,0.0,23796.697959935154
2010-02-20,25991.08718808353,-17616.53744778552,9363.055272913894,25991.08718808353,25991.08718808353,-30551.91351605014,-30551.91351605014,-30551.91351605014,-25867.655978156756,-25867.655978156756,-25867.655978156756,-4684.257537893385,-4684.257537893385,-4684.257537893385,0.0,0.0,0.0,-4560.82632796661
2010-02-21,25993.32547324595,-456.71857692903995,26234.726826936578,25993.32547324595,25993.32547324595,-13004.387041128793,-13004.387041128793,-13004.387041128793,-8801.109981463012,-8801.109981463012,-8801.109981463012,-4203.27705966578,-4203.27705966578,-4203.27705966578,0.0,0.0,0.0,12988.938432117156
2010-02-22,25995.56375840837,14030.922092728733,39835.35671203873,25995.56375840837,25995.56375840837,1063.311914005634,1063.311914005634,1063.311914005634,4863.236747095031,4863.236747095031,4863.236747095031,-3799.9248330893975,-3799.9248330893975,-3799.9248330893975,0.0,0.0,0.0,27058.875672414004
2010-02-23,25997.80204357079,19305.619177600798,45981.69107493828,25997.80204357079,25997.80204357079,6327.299468003738,6327.299468003738,6327.299468003738,9808.312711134384,9808.312711134384,9808.312711134384,-3481.013243130646,-3481.013243130646,-3481.013243130646,0.0,0.0,0.0,32325.10151157453
2010-02-24,26000.04032873321,14778.923936467401,41000.22278474746,26000.04032873321,26000.04032873321,2021.8580765939812,2021.8580765939812,2021.8580765939812,5272.218302609711,5272.218302609711,5272.218302609711,-3250.3602260157286,-3250.3602260157286,-3250.3602260157286,0.0,0.0,0.0,28021.89840532719
2010-02-25,26002.27861389563,21497.26331843957,48373.705863416886,26002.27861389563,26002.27861389563,8575.207162385674,8575.207162385674,8575.207162385674,11683.959076272162,11683.959076272162,11683.959076272162,-3108.7519138864886,-3108.7519138864886,-3108.7519138864886,0.0,0.0,0.0,34577.485776281304
2010-02-26,26004.516899058046,12661.771144914634,38659.68611767803,26004.516899058046,26004.516899058046,-12.959042948174858,-12.959042948174858,-12.959042948174858,3041.0391224443165,3041.0391224443165,3041.0391224443165,-3053.9981653924915,-3053.9981653924915,-3053.9981653924915,0.0,0.0,0.0,25991.55785610987
2010-02-27,26006.75518422047,-17100.386273913784,10075.420047413136,26006.75518422047,26006.75518422047,-28948.733855300794,-28948.733855300794,-28948.733855300794,-25867.655978146293,-25867.655978146293,-25867.655978146293,-3081.077877154499,-3081.077877154499,-3081.077877154499,0.0,0.0,0.0,-2941.9786710803237
2010-02-28,26008.993469382887,1005.0866241636943,26557.959219892244,26008.993469382887,26008.993469382887,-11983.478356463711,-11983.478356463711,-11983.478356463711,-8801.109981446514,-8801.109981446514,-8801.109981446514,-3182.3683750171986,-3182.3683750171986,-3182.3683750171986,0.0,0.0,0.0,14025.515112919176
2010-03-01,26011.231754545308,14676.86640402456,40858.16125603536,26011.231754545308,26011.231754545308,1515.285966224824,1515.285966224824,1515.285966224824,4863.236747107126,4863.236747107126,4863.236747107126,-3347.9507808823014,-3347.9507808823014,-3347.9507808823014,0.0,0.0,0.0,27526.51772077013
2010-03-02,26013.470039707725,19192.15792349998,45822.91948375381,26013.470039707725,26013.470039707725,6242.331602469409,6242.331602469409,6242.331602469409,9808.312711148666,9808.312711148666,9808.312711148666,-3565.9811086792583,-3565.9811086792583,-3565.9811086792583,0.0,0.0,0.0,32255.80164217713
2010-03-03,26015.708020740374,14037.54801353834,39739.52786814097,26015.708020740374,26015.708020740374,1449.103281266663,1449.103281266663,1449.103281266663,5272.218302591156,5272.218302591156,5272.218302591156,-3823.1150213244932,-3823.1150213244932,-3823.1150213244932,0.0,0.0,0.0,27464.811302007038
2010-03-04,26017.946001773016,19620.17959926675,47425.93586153108,26017.946001773016,26017.946001773016,7578.986346688182,7578.986346688182,7578.986346688182,11683.959076263898,11683.959076263898,11683.959076263898,-4104.972729575716,-4104.972729575716,-4104.972729575716,0.0,0.0,0.0,33596.932348461196
