Customer ID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Segment,Segment_Label
12419,386,2,503.01,5.958424693029782,1.0986122886681098,6.222596109144375,4,At Risk
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,0,New/Occasional
12421,16,6,1098.6,2.833213344056216,1.9459101490553132,7.00270175629109,3,Loyal Customers
12422,96,17,5231.8,4.574710978503383,2.8903717578961645,8.562701786647002,1,Big Spenders
12423,1,10,2622.39,0.6931471805599453,2.3978952727983707,7.872222653526559,3,Loyal Customers
12424,163,4,3340.0299999999997,5.099866427824199,1.6094379124341003,8.114034421663943,4,At Risk
12425,78,2,1741.41,4.3694478524670215,1.0986122886681098,7.4630244913725114,4,At Risk
12426,195,2,1345.21,5.278114659230517,1.0986122886681098,7.205048515865767,4,At Risk
12427,22,3,1129.3,3.1354942159291497,1.3862943611198906,7.030238363196686,0,New/Occasional
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,1,Big Spenders
12429,9,8,7485.91,2.302585092994046,2.1972245773362196,8.920911441322318,3,Loyal Customers
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,0,New/Occasional
12431,36,27,10857.970000000001,3.6109179126442243,3.332204510175204,9.292746745527754,5,Champions
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596,1,Big Spenders
12433,1,10,20581.260000000002,0.6931471805599453,2.3978952727983707,9.93218481871349,5,Champions
12434,85,3,1103.43,4.454347296253507,1.3862943611198906,7.007084643758051,4,At Risk
12435,80,6,13925.93,4.394449154672439,1.9459101490553132,9.541579654832375,1,Big Spenders
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278,0,New/Occasional
12437,2,39,12683.4,1.0986122886681098,3.6888794541139363,9.44812817095412,5,Champions
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.9751692554798295,3,Loyal Customers
12439,683,2,1158.18,6.52795791762255,1.0986122886681098,7.055468137579511,4,At Risk
12440,462,2,859.2,6.137727054086234,1.0986122886681098,6.757164920349636,4,At Risk
12441,367,1,347.1,5.908082938168931,0.6931471805599453,5.8524897948173935,2,Lost/Churned
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,0,New/Occasional
12443,732,1,485.31,6.597145701886651,0.6931471805599453,6.186846280636522,2,Lost/Churned
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,3,Loyal Customers
12445,22,2,434.98,3.1354942159291497,1.0986122886681098,6.077596370737269,0,New/Occasional
12446,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375,0,New/Occasional
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,2,Lost/Churned
12448,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449,0,New/Occasional
12449,22,6,4835.89,3.1354942159291497,1.9459101490553132,8.484027231195778,1,Big Spenders
12450,156,5,688.2,5.056245805348308,1.791759469228055,6.5355315046537745,4,At Risk
12451,11,8,12669.88,2.4849066497880004,2.1972245773362196,9.447061726309741,5,Champions
12452,17,2,430.57000000000005,2.8903717578961645,1.0986122886681098,6.067429722163682,0,New/Occasional
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,4,At Risk
12454,56,5,16679.78,4.04305126783455,1.791759469228055,9.72201243740933,1,Big Spenders
12455,73,10,5879.95,4.30406509320417,2.3978952727983707,8.679473592468364,1,Big Spenders
12456,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966,1,Big Spenders
12457,66,8,2995.91,4.204692619390966,2.1972245773362196,8.005337036835723,1,Big Spenders
12458,71,4,1777.49,4.276666119016055,1.6094379124341003,7.483519968656931,4,At Risk
12459,605,1,454.36,6.406879986069314,0.6931471805599453,6.121088314901487,2,Lost/Churned
12460,456,1,326.65,6.124683390894205,0.6931471805599453,5.791945965485506,2,Lost/Churned
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018,4,At Risk
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526,0,New/Occasional
12463,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601,4,At Risk
12464,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941,3,Loyal Customers
12465,17,2,742.19,2.8903717578961645,1.0986122886681098,6.610951732080795,0,New/Occasional
12466,682,1,56.73,6.52649485957079,0.6931471805599453,4.055776969072842,2,Lost/Churned
12467,423,1,132.8,6.049733455231958,0.6931471805599453,4.896346147694128,2,Lost/Churned
12468,188,5,3670.7400000000002,5.241747015059643,1.791759469228055,8.208420943133293,1,Big Spenders
12469,523,2,3070.54,6.261491684321042,1.0986122886681098,8.029934343472139,4,At Risk
12470,690,1,211.95,6.53813982376767,0.6931471805599453,5.3610573963692225,2,Lost/Churned
12471,2,79,39963.79,1.0986122886681098,4.382026634673881,10.595754095448541,5,Champions
12472,32,19,17880.59,3.4965075614664802,2.995732273553991,9.791526970948304,5,Champions
12473,29,5,3938.55,3.4011973816621555,1.791759469228055,8.278821782571185,1,Big Spenders
12474,17,31,12424.45,2.8903717578961645,3.4657359027997265,9.427502067612823,5,Champions
12475,54,2,1149.64,4.007333185232471,1.0986122886681098,7.048073588295634,0,New/Occasional
12476,16,23,14115.41,2.833213344056216,3.1780538303479458,9.555093229428618,5,Champions
12477,23,9,20276.37,3.1780538303479458,2.302585092994046,9.917260764877222,1,Big Spenders
12478,4,1,680.99,1.6094379124341003,0.6931471805599453,6.525014994979364,0,New/Occasional
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032,0,New/Occasional
12480,28,7,5464.85,3.367295829986474,2.0794415416798357,8.606274923740443,1,Big Spenders
12481,23,15,12361.39,3.1780538303479458,2.772588722239781,9.422414078014738,5,Champions
12482,576,29,23691.4,6.3578422665081,3.4011973816621555,10.072909600590481,1,Big Spenders
12483,17,19,5120.58,2.8903717578961645,2.995732273553991,8.541218264178296,5,Champions
12484,33,12,6370.15,3.5263605246161616,2.5649493574615367,8.759535266023915,1,Big Spenders
12485,529,1,708.1,6.272877006546167,0.6931471805599453,6.563996560309951,2,Lost/Churned
12486,432,1,1037.28,6.07073772800249,0.6931471805599453,6.945320776868279,4,At Risk
12487,731,1,285.3,6.595780513961311,0.6931471805599453,5.65704021210407,2,Lost/Churned
12488,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942,3,Loyal Customers
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467,2,Lost/Churned
12490,5,21,9823.64,1.791759469228055,3.091042453358316,9.192648794844782,5,Champions
12491,39,1,460.40000000000003,3.6888794541139363,0.6931471805599453,6.134265345739653,0,New/Occasional
12492,63,3,715.21,4.1588830833596715,1.3862943611198906,6.573973420047142,0,New/Occasional
12493,166,2,433.74,5.117993812416755,1.0986122886681098,6.0747481512447195,4,At Risk
12494,16,9,1872.8700000000001,2.833213344056216,2.302585092994046,7.535761090061292,3,Loyal Customers
12495,641,1,357.4,6.464588303689961,0.6931471805599453,5.881649681100775,2,Lost/Churned
12496,620,2,54.09,6.431331081933479,1.0986122886681098,4.008968211484625,2,Lost/Churned
12497,82,3,6248.5,4.418840607796598,1.3862943611198906,8.740256739530276,1,Big Spenders
12498,21,3,403.70000000000005,3.091042453358316,1.3862943611198906,6.00314605188182,0,New/Occasional
12499,560,1,393.72,6.329720905522696,0.6931471805599453,5.9781766527810465,2,Lost/Churned
12500,23,19,5955.21,3.1780538303479458,2.995732273553991,8.692189651745124,5,Champions
12501,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476,4,At Risk
12502,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806,1,Big Spenders
12503,584,1,1126.0,6.371611847231857,0.6931471805599453,7.027314514039777,4,At Risk
12504,18,4,779.05,2.9444389791664403,1.6094379124341003,6.659358020193259,3,Loyal Customers
12505,409,1,955.2,6.016157159698354,0.6931471805599453,6.862967096192003,4,At Risk
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514,2,Lost/Churned
12507,134,4,1844.06,4.90527477843843,1.6094379124341003,7.520267076271057,4,At Risk
12508,26,2,398.27,3.295836866004329,1.0986122886681098,5.989637879766574,0,New/Occasional
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471,2,Lost/Churned
12510,143,9,5178.02,4.969813299576001,2.302585092994046,8.552371128165808,1,Big Spenders
12511,429,1,3084.02,6.063785208687608,0.6931471805599453,8.034313419300645,4,At Risk
12512,66,2,138.03,4.204692619390966,1.0986122886681098,4.9346897371814515,0,New/Occasional
12513,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026,0,New/Occasional
12514,267,2,1597.76,5.5909869805108565,1.0986122886681098,7.3769836077601205,4,At Risk
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825,2,Lost/Churned
12516,78,4,2648.62,4.3694478524670215,1.6094379124341003,7.882171512471631,1,Big Spenders
12517,28,5,2502.84,3.367295829986474,1.791759469228055,7.825580832414862,3,Loyal Customers
12518,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086,3,Loyal Customers
12519,64,2,726.54,4.174387269895637,1.0986122886681098,6.589668980352017,0,New/Occasional
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484,1,Big Spenders
12521,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208,2,Lost/Churned
12522,39,2,192.72,3.6888794541139363,1.0986122886681098,5.266413817535028,0,New/Occasional
12523,19,23,4372.15,2.995732273553991,3.1780538303479458,8.383238852219565,5,Champions
12524,9,17,11126.11,2.302585092994046,2.8903717578961645,9.317139751972052,5,Champions
12525,498,3,973.73,6.212606095751519,1.3862943611198906,6.882160509570649,4,At Risk
12526,1,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257,3,Loyal Customers
12527,82,5,735.51,4.418840607796598,1.791759469228055,6.601922813543027,4,At Risk
12528,9,6,1933.48,2.302585092994046,1.9459101490553132,7.567593835498341,3,Loyal Customers
12529,528,1,316.48,6.270988431858299,0.6931471805599453,5.760414824222675,2,Lost/Churned
12530,60,9,3759.26,4.110873864173311,2.302585092994046,8.232243382929433,1,Big Spenders
12531,15,2,1933.2,2.772588722239781,1.0986122886681098,7.567449083282863,3,Loyal Customers
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642,0,New/Occasional
12533,628,2,1367.89,6.444131256700441,1.0986122886681098,7.221755471439273,4,At Risk
12534,131,1,1089.18,4.882801922586371,0.6931471805599453,6.9940980992041535,4,At Risk
12535,92,2,716.35,4.532599493153256,1.0986122886681098,6.575563866544399,0,New/Occasional
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656,1,Big Spenders
12537,409,1,732.94,6.016157159698354,0.6931471805599453,6.598427281404094,2,Lost/Churned
12538,29,2,640.45,3.4011973816621555,1.0986122886681098,6.463731238695349,0,New/Occasional
12539,22,7,11214.75,3.1354942159291497,2.0794415416798357,9.325074319439649,1,Big Spenders
12540,20,33,22254.49,3.044522437723423,3.5263605246161616,10.010343998731724,5,Champions
12541,30,3,981.18,3.4339872044851463,1.3862943611198906,6.889774590946187,0,New/Occasional
12542,484,2,481.88,6.184148890937483,1.0986122886681098,6.179768175579484,2,Lost/Churned
12543,448,1,980.25,6.1070228877422545,0.6931471805599453,6.888827269096618,4,At Risk
12544,36,1,372.7,3.6109179126442243,0.6931471805599453,5.923453336491439,0,New/Occasional
12545,75,2,1000.39,4.330733340286331,1.0986122886681098,6.9091443138264115,0,New/Occasional
12546,47,2,1161.5,3.871201010907891,1.0986122886681098,7.058328137461511,0,New/Occasional
12547,198,3,383.58,5.293304824724492,1.3862943611198906,5.952151829722441,4,At Risk
12548,166,1,95.19999999999999,5.117993812416755,0.6931471805599453,4.566429357671661,2,Lost/Churned
12549,576,6,1575.68,6.3578422665081,1.9459101490553132,7.363076649441731,4,At Risk
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763,0,New/Occasional
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735,2,Lost/Churned
12552,39,2,437.82,3.6888794541139363,1.0986122886681098,6.084089306213804,0,New/Occasional
12553,8,12,4608.75,2.1972245773362196,2.5649493574615367,8.435928904585275,3,Loyal Customers
12554,449,1,468.5,6.1092475827643655,0.6931471805599453,6.1516682986483175,2,Lost/Churned
12555,682,1,129.23,6.52649485957079,0.6931471805599453,4.869302117979612,2,Lost/Churned
12556,50,2,603.71,3.9318256327243257,1.0986122886681098,6.404749004268278,0,New/Occasional
12557,16,8,18716.14,2.833213344056216,2.1972245773362196,9.837194960582092,5,Champions
12558,8,1,269.96,2.1972245773362196,0.6931471805599453,5.601971208509516,0,New/Occasional
12559,311,2,561.71,5.7430031878094825,1.0986122886681098,6.33276439774036,4,At Risk
12560,5,3,2134.01,1.791759469228055,1.3862943611198906,7.666226609492505,3,Loyal Customers
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073,2,Lost/Churned
12562,8,9,4966.92,2.1972245773362196,2.302585092994046,8.510756520424078,3,Loyal Customers
12563,409,1,249.24,6.016157159698354,0.6931471805599453,5.522420457356946,2,Lost/Churned
12564,261,1,456.90000000000003,5.568344503761097,0.6931471805599453,6.12665081966305,2,Lost/Churned
12565,289,1,145.92000000000002,5.66988092298052,0.6931471805599453,4.989888220951467,2,Lost/Churned
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188,0,New/Occasional
12567,23,15,13709.86,3.1780538303479458,2.772588722239781,9.525943498524859,5,Champions
12568,645,1,70.0,6.470799503782602,0.6931471805599453,4.2626798770413155,2,Lost/Churned
12569,2,32,4124.6900000000005,1.0986122886681098,3.4965075614664802,8.324988557507531,5,Champions
12570,682,1,77.52,6.52649485957079,0.6931471805599453,4.3633533694082605,2,Lost/Churned
12571,40,2,519.61,3.713572066704308,1.0986122886681098,6.255001200981438,0,New/Occasional
12572,9,2,1020.4200000000001,2.302585092994046,1.0986122886681098,6.928949094989139,0,New/Occasional
12573,227,5,717.41,5.429345628954441,1.791759469228055,6.577040436712936,4,At Risk
12574,316,1,218.45000000000002,5.75890177387728,0.6931471805599453,5.391124416134243,2,Lost/Churned
12575,457,2,622.82,6.126869184114185,1.0986122886681098,6.435861865217934,4,At Risk
12576,36,8,2142.7200000000003,3.6109179126442243,2.1972245773362196,7.670297916647234,1,Big Spenders
12577,35,8,1653.75,3.58351893845611,2.1972245773362196,7.4114052189990325,1,Big Spenders
12578,21,4,4642.45,3.091042453358316,1.6094379124341003,8.443212903418239,3,Loyal Customers
12579,78,1,440.42,4.3694478524670215,0.6931471805599453,6.0899968031722285,0,New/Occasional
12580,247,2,1052.9,5.5134287461649825,1.0986122886681098,6.960252847939891,4,At Risk
12581,40,1,197.71,3.713572066704308,0.6931471805599453,5.291846475417725,0,New/Occasional
12582,239,4,1980.4,5.480638923341991,1.6094379124341003,7.59155894453893,4,At Risk
12583,3,27,14447.44,1.3862943611198906,3.332204510175204,9.578341729235134,5,Champions
12584,4,9,2338.15,1.6094379124341003,2.302585092994046,7.757542894498013,3,Loyal Customers
12585,234,2,2040.1,5.459585514144159,1.0986122886681098,7.621244157199997,4,At Risk
12586,17,4,2062.67,2.8903717578961645,1.6094379124341003,7.632241230097758,3,Loyal Customers
12587,8,1,144.0,2.1972245773362196,0.6931471805599453,4.976733742420574,0,New/Occasional
12588,39,4,958.78,3.6888794541139363,1.6094379124341003,6.866704091532522,0,New/Occasional
12589,29,8,4695.66,3.4011973816621555,2.1972245773362196,8.454606896777193,1,Big Spenders
12590,211,2,9864.26,5.356586274672012,1.0986122886681098,9.196774773912752,4,At Risk
12591,317,3,1352.15,5.762051382780177,1.3862943611198906,7.210190486770758,4,At Risk
12592,92,5,2582.66,4.532599493153256,1.791759469228055,7.856962277297855,1,Big Spenders
12593,109,3,418.1,4.700480365792417,1.3862943611198906,6.038109554931026,4,At Risk
12594,38,15,5090.110000000001,3.6635616461296463,2.772588722239781,8.535251160425936,1,Big Spenders
12595,505,1,299.02,6.226536669287466,0.6931471805599453,5.703849139100744,2,Lost/Churned
12596,51,2,618.27,3.9512437185814275,1.0986122886681098,6.428541364981557,0,New/Occasional
12597,19,4,3811.22,2.995732273553991,1.6094379124341003,8.245966975595675,3,Loyal Customers
12598,10,11,4534.09,2.3978952727983707,2.4849066497880004,8.419600207997298,3,Loyal Customers
12599,29,13,2296.72,3.4011973816621555,2.6390573296152584,7.739672605902305,1,Big Spenders
12600,29,21,5043.92,3.4011973816621555,3.091042453358316,8.526137075377541,5,Champions
12601,190,6,681.26,5.25227342804663,1.9459101490553132,6.525410816864686,4,At Risk
12602,59,1,153.12,4.0943445622221,0.6931471805599453,5.037731519757957,0,New/Occasional
12603,22,1,739.1999999999999,3.1354942159291497,0.6931471805599453,6.606920419952056,0,New/Occasional
12604,79,2,254.18,4.382026634673881,1.0986122886681098,5.541969178493598,0,New/Occasional
12605,376,4,1232.95,5.932245187448011,1.6094379124341003,7.117975685005857,4,At Risk
12606,682,1,21.0,6.52649485957079,0.6931471805599453,3.091042453358316,2,Lost/Churned
12607,60,1,1579.51,4.110873864173311,0.6931471805599453,7.3655028587473295,0,New/Occasional
12608,405,1,415.79,6.0063531596017325,0.6931471805599453,6.03258249782888,2,Lost/Churned
12609,78,9,3435.86,4.3694478524670215,2.302585092994046,8.14231354282266,1,Big Spenders
12610,23,5,2099.54,3.1780538303479458,1.791759469228055,7.6499497335130995,3,Loyal Customers
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334,0,New/Occasional
12612,74,1,704.04,4.31748811353631,0.6931471805599453,6.558254538791405,0,New/Occasional
12613,57,10,6835.07,4.060443010546419,2.3978952727983707,8.829968284089432,1,Big Spenders
12614,278,1,315.6,5.631211781821365,0.6931471805599453,5.757639147446912,2,Lost/Churned
12615,2,8,5740.9800000000005,1.0986122886681098,2.1972245773362196,8.655559377568013,3,Loyal Customers
12616,95,3,1131.1,4.564348191467836,1.3862943611198906,7.031829594084064,4,At Risk
12617,29,1,355.53000000000003,3.4011973816621555,0.6931471805599453,5.876418387786465,0,New/Occasional
12618,22,1,177.31,3.1354942159291497,0.6931471805599453,5.183523608545955,0,New/Occasional
12619,16,10,3781.38,2.833213344056216,2.3978952727983707,8.238108720109691,3,Loyal Customers
12620,15,3,1339.41,2.772588722239781,1.3862943611198906,7.20073081629489,3,Loyal Customers
12621,2,35,24775.81,1.0986122886681098,3.58351893845611,10.117663414047277,5,Champions
12622,232,1,180.1,5.4510384535657,0.6931471805599453,5.199049364889368,2,Lost/Churned
12623,276,7,3747.84,5.6240175061873385,2.0794415416798357,8.229201737777698,1,Big Spenders
12624,106,2,641.13,4.672828834461906,1.0986122886681098,6.464790775403018,4,At Risk
12625,212,4,5164.88,5.3612921657094255,1.6094379124341003,8.549830744582277,1,Big Spenders
12626,23,9,6620.4800000000005,3.1780538303479458,2.302585092994046,8.798074188898816,1,Big Spenders
12627,11,7,4478.53,2.4849066497880004,2.0794415416798357,8.407273409191232,3,Loyal Customers
12628,4,3,786.46,1.6094379124341003,1.3862943611198906,6.668812575758953,3,Loyal Customers
12629,386,2,1558.22,5.958424693029782,1.0986122886681098,7.3519409752019005,4,At Risk
12630,10,2,1270.88,2.3978952727983707,1.0986122886681098,7.1482513998271635,0,New/Occasional
12631,57,6,3481.57,4.060443010546419,1.9459101490553132,8.155525805954461,1,Big Spenders
12632,521,2,804.88,6.257667587882639,1.0986122886681098,6.691934848047708,4,At Risk
12633,59,7,5678.16,4.0943445622221,2.0794415416798357,8.644558613454844,1,Big Spenders
12634,536,2,490.0,6.285998094508865,1.0986122886681098,6.19644412779452,2,Lost/Churned
12635,90,4,2930.41,4.51085950651685,1.6094379124341003,7.983238814926674,1,Big Spenders
12636,739,1,141.0,6.606650186198215,0.6931471805599453,4.955827057601261,2,Lost/Churned
12637,67,12,8340.31,4.219507705176107,2.5649493574615367,9.028975557358438,1,Big Spenders
12638,33,2,921.49,3.5263605246161616,1.0986122886681098,6.827076535747527,0,New/Occasional
12639,239,3,1312.3700000000001,5.480638923341991,1.3862943611198906,7.180351632015874,4,At Risk
12640,24,3,1174.58,3.2188758248682006,1.3862943611198906,7.06951692181073,0,New/Occasional
12641,115,1,185.9,4.7535901911063645,0.6931471805599453,5.230573714461517,2,Lost/Churned
12642,25,3,1013.26,3.258096538021482,1.3862943611198906,6.9219145615400475,0,New/Occasional
12643,128,12,8350.42,4.859812404361672,2.5649493574615367,9.030186863266598,1,Big Spenders
12644,130,4,1918.49,4.875197323201151,1.6094379124341003,7.559814804737258,4,At Risk
12645,34,8,3539.3,3.5553480614894135,2.1972245773362196,8.171966748299813,1,Big Spenders
12646,5,2,1346.97,1.791759469228055,1.0986122886681098,7.206355036031724,3,Loyal Customers
12647,22,36,17924.35,3.1354942159291497,3.6109179126442243,9.793971191079148,5,Champions
12648,155,4,1112.0,5.049856007249537,1.6094379124341003,7.014814351275545,4,At Risk
